GeneID	RNA_nucleotide_accession.version	Ensembl_rna_identifier	gene	transcript	mane_select
26973	NM_012124.3	ENST00000320585.11	CHORDC1	NM_012124.3	True
26974	NM_152354.6	ENST00000614994.5	ZNF285	NM_152354.6	True
26984	NM_012430.5	ENST00000492595.6	SEC22A	NM_012430.5	True
26985	NM_012095.6	ENST00000355264.9	AP3M1	NM_012095.6	True
26986	NM_002568.4	ENST00000318607.10	PABPC1	NM_002568.4	True
26993	NM_014371.4	ENST00000397410.10	AKAP8L	NM_014371.4	True
26994	NM_014372.5	ENST00000242719.4	RNF11	NM_014372.5	True
26995	NM_015679.3	ENST00000372890.6	TRUB2	NM_015679.3	True
26996	NM_014373.3	ENST00000355897.10	GPR160	NM_014373.3	True
26998	NM_014375.3	ENST00000265029.8	FETUB	NM_014375.3	True
26999	NM_001037333.3	ENST00000620254.5	CYFIP2	NM_001037333.3	True
27000	NM_014377.3	ENST00000379263.8	DNAJC2	NM_014377.3	True
27005	NM_001014443.3	ENST00000368002.8	USP21	NM_001014443.3	True
27010	NM_022445.4	ENST00000360057.7	TPK1	NM_022445.4	True
27012	NM_014379.4	ENST00000524391.6	KCNV1	NM_014379.4	True
27013	NM_015680.6	ENST00000360507.10	CNPPD1	NM_015680.6	True
27019	NM_012144.4	ENST00000242317.9	DNAI1	NM_012144.4	True
27020	NM_012428.4	ENST00000345330.9	NPTN	NM_012428.4	True
27022	NM_012183.3	ENST00000371116.4	FOXD3	NM_012183.3	True
27023	NM_012182.3	ENST00000396057.6	FOXB1	NM_012182.3	True
27030	NM_001040108.2	ENST00000355774.7	MLH3	NM_001040108.2	True
27031	NM_153240.5	ENST00000337331.10	NPHP3	NM_153240.5	True
27032	NM_001378687.1	ENST00000510168.6	ATP2C1	NM_001378687.1	True
27033	NM_014383.3	ENST00000392197.7	ZBTB32	NM_014383.3	True
27034	NM_014384.3	ENST00000281182.9	ACAD8	NM_014384.3	True
27036	NM_014385.4	ENST00000317643.10	SIGLEC7	NM_014385.4	True
27037	NM_022727.6	ENST00000252136.12	TRMT2A	NM_022727.6	True
27039	NM_001300921.2	ENST00000508883.6	PKD2L2	NM_001300921.2	True
27040	NM_001014987.2	ENST00000395456.7	LAT	NM_001014987.2	True
27042	NM_014388.7	ENST00000491415.7	UTP25	NM_014388.7	True
27043	NM_014389.3	ENST00000572293.7	PELP1	NM_014389.3	True
27044	NM_014390.4	ENST00000354725.8	SND1	NM_014390.4	True
27063	NM_014391.3	ENST00000371697.4	ANKRD1	NM_014391.3	True
27065	NM_014392.5	ENST00000621129.5	NSG1	NM_014392.5	True
27067	NM_001164380.2	ENST00000524300.6	STAU2	NM_001164380.2	True
27068	NM_176869.3	ENST00000341695.10	PPA2	NM_176869.3	True
27069	NM_014394.3	ENST00000372134.6	GHITM	NM_014394.3	True
27071	NM_014395.3	ENST00000512369.2	DAPP1	NM_014395.3	True
27072	NM_014396.4	ENST00000310301.9	VPS41	NM_014396.4	True
27074	NM_014398.4	ENST00000265598.8	LAMP3	NM_014398.4	True
27075	NM_014399.4	ENST00000262067.5	TSPAN13	NM_014399.4	True
27076	NM_014400.3	ENST00000244333.4	LYPD3	NM_014400.3	True
27077	NM_015681.6	ENST00000261499.11	B9D1	NM_015681.6	True
27079	NM_152260.3	ENST00000315616.12	RPUSD2	NM_152260.3	True
27085	NM_022045.5	ENST00000305949.6	MTBP	NM_022045.5	True
27086	NM_001349338.3	ENST00000649528.3	FOXP1	NM_001349338.3	True
27087	NM_054025.3	ENST00000312527.9	B3GAT1	NM_054025.3	True
27089	NM_014402.5	ENST00000378670.8	UQCRQ	NM_014402.5	True
27090	NM_175039.4	ENST00000335791.10	ST6GALNAC4	NM_175039.4	True
27091	NM_145811.3	ENST00000533854.6	CACNG5	NM_145811.3	True
27092	NM_014405.4	ENST00000262138.4	CACNG4	NM_014405.4	True
27094	NM_171830.2	ENST00000392685.7	KCNMB3	NM_171830.2	True
27095	NM_014408.5	ENST00000373166.8	TRAPPC3	NM_014408.5	True
27098	NM_001393344.1	ENST00000692774.1	CLUL1	NM_001393344.1	True
27101	NM_014412.3	ENST00000367679.7	CACYBP	NM_014412.3	True
27102	NM_014413.4	ENST00000199389.11	EIF2AK1	NM_014413.4	True
27106	NM_015683.2	ENST00000222250.5	ARRDC2	NM_015683.2	True
27107	NM_014415.4	ENST00000312938.5	ZBTB11	NM_014415.4	True
27109	NM_001382507.1	ENST00000557421.7	DMAC2L	NM_001382507.1	True
27111	NM_080489.5	ENST00000360779.4	SDCBP2	NM_080489.5	True
27113	NM_014417.5	ENST00000439096.3	BBC3	NM_014417.5	True
27115	NM_018945.4	ENST00000308191.11	PDE7B	NM_018945.4	True
27120	NM_014419.4	ENST00000221498.7	DKKL1	NM_014419.4	True
27121	NM_014420.3	ENST00000220812.3	DKK4	NM_014420.3	True
27122	NM_001018057.2	ENST00000683431.1	DKK3	NM_001018057.2	True
27123	NM_014421.3	ENST00000285311.8	DKK2	NM_014421.3	True
27124	NM_001284285.2	ENST00000331075.10	INPP5J	NM_001284285.2	True
27125	NM_014423.4	ENST00000265343.10	AFF4	NM_014423.4	True
27127	NM_148674.5	ENST00000357450.9	SMC1B	NM_148674.5	True
27128	NM_013385.5	ENST00000248901.11	CYTH4	NM_013385.5	True
27129	NM_014424.5	ENST00000311890.14	HSPB7	NM_014424.5	True
27130	NM_014425.5	ENST00000262457.7	INVS	NM_014425.5	True
27131	NM_014426.4	ENST00000377759.9	SNX5	NM_014426.4	True
27132	NM_153636.3	ENST00000319518.13	CPNE7	NM_153636.3	True
27133	NM_139318.5	ENST00000322893.12	KCNH5	NM_139318.5	True
27134	NM_001267560.2	ENST00000541714.7	TJP3	NM_001267560.2	True
27136	NM_014429.4	ENST00000232603.10	MORC1	NM_014429.4	True
27141	NM_001393339.1	ENST00000554411.6	CIDEB	NM_001393339.1	True
27143	NM_014431.3	ENST00000263563.7	PALD1	NM_014431.3	True
27145	NM_015687.5	ENST00000237172.12	FILIP1	NM_015687.5	True
27146	NM_015688.2	ENST00000265018.4	FAM184B	NM_015688.2	True
27147	NM_015689.5	ENST00000496613.6	DENND2A	NM_015689.5	True
27148	NM_015690.5	ENST00000295709.8	STK36	NM_015690.5	True
27151	NM_015692.5	ENST00000443236.7	CPAMD8	NM_015692.5	True
27152	NM_015693.4	ENST00000335251.11	INTU	NM_015693.4	True
27153	NM_015694.3	ENST00000247930.5	ZNF777	NM_015694.3	True
27154	NM_015695.3	ENST00000357641.10	BRPF3	NM_015695.3	True
27156	NM_014433.3	ENST00000216036.9	RSPH14	NM_014433.3	True
27158	NM_014434.4	ENST00000684003.1	NDOR1	NM_014434.4	True
27159	NM_201653.4	ENST00000369740.6	CHIA	NM_201653.4	True
27161	NM_012154.5	ENST00000220592.10	AGO2	NM_012154.5	True
27163	NM_014435.4	ENST00000286733.9	NAAA	NM_014435.4	True
27164	NM_171999.4	ENST00000537592.7	SALL3	NM_171999.4	True
27165	NM_013267.4	ENST00000311966.9	GLS2	NM_013267.4	True
27166	NM_013237.4	ENST00000303204.9	PRELID1	NM_013237.4	True
27173	NM_001271958.2	ENST00000356205.9	SLC39A1	NM_001271958.2	True
27175	NM_016437.3	ENST00000251412.8	TUBG2	NM_016437.3	True
27177	NM_014438.5	ENST00000259213.9	IL36B	NM_014438.5	True
27178	NM_014439.4	ENST00000263326.8	IL37	NM_014439.4	True
27179	NM_014440.3	ENST00000259211.7	IL36A	NM_014440.3	True
27180	NM_014441.3	ENST00000250360.8	SIGLEC9	NM_014441.3	True
27181	NM_014442.3	ENST00000321424.7	SIGLEC8	NM_014442.3	True
27183	NM_013245.3	ENST00000254950.13	VPS4A	NM_013245.3	True
27185	NM_018662.3	ENST00000439617.8	DISC1	NM_018662.3	True
27189	NM_013278.4	ENST00000244241.5	IL17C	NM_013278.4	True
27190	NM_014443.3	ENST00000261796.4	IL17B	NM_014443.3	True
27198	NM_032554.4	ENST00000432564.3	HCAR1	NM_032554.4	True
27199	NM_001346194.2	ENST00000541038.2	OXGR1	NM_001346194.2	True
27201	NM_080819.5	ENST00000382487.5	GPR78	NM_080819.5	True
27202	NM_001271749.2	ENST00000595464.3	C5AR2	NM_001271749.2	True
27229	NM_014444.5	ENST00000564079.6	TUBGCP4	NM_014444.5	True
27230	NM_014445.4	ENST00000239944.7	SERP1	NM_014445.4	True
27231	NM_170678.3	ENST00000168977.7	NMRK2	NM_170678.3	True
27232	NM_018960.6	ENST00000372808.4	GNMT	NM_018960.6	True
27233	NM_006588.4	ENST00000272452.7	SULT1C4	NM_006588.4	True
27235	NM_001358921.2	ENST00000647002.2	COQ2	NM_001358921.2	True
27236	NM_001025595.3	ENST00000353617.7	ARFIP1	NM_001025595.3	True
27237	NM_014448.4	ENST00000378378.9	ARHGEF16	NM_014448.4	True
27239	NM_019858.2	ENST00000311268.8	GPR162	NM_019858.2	True
27240	NM_014450.3	ENST00000259608.8	SIT1	NM_014450.3	True
27241	NM_198428.3	ENST00000242067.11	BBS9	NM_198428.3	True
27242	NM_014452.5	ENST00000296861.2	TNFRSF21	NM_014452.5	True
27243	NM_014453.4	ENST00000312547.7	CHMP2A	NM_014453.4	True
27244	NM_014454.3	ENST00000436639.7	SESN1	NM_014454.3	True
27245	NM_001371928.1	ENST00000673934.1	AHDC1	NM_001371928.1	True
27246	NM_014455.4	ENST00000582693.5	RNF115	NM_014455.4	True
27247	NM_001002755.4	ENST00000410022.7	NFU1	NM_001002755.4	True
27248	NM_015701.5	ENST00000185150.9	ERLEC1	NM_015701.5	True
27249	NM_015702.3	ENST00000303319.10	MMADHC	NM_015702.3	True
27250	NM_014456.5	ENST00000280154.12	PDCD4	NM_014456.5	True
27252	NM_014458.4	ENST00000209884.5	KLHL20	NM_014458.4	True
27253	NM_001040429.3	ENST00000377918.8	PCDH17	NM_001040429.3	True
27254	NM_014460.4	ENST00000306149.12	CSDC2	NM_014460.4	True
27255	NM_001289080.2	ENST00000446702.7	CNTN6	NM_001289080.2	True
27257	NM_014462.3	ENST00000311351.9	LSM1	NM_014462.3	True
27258	NM_014463.3	ENST00000306024.4	LSM3	NM_014463.3	True
27283	NM_014464.4	ENST00000259782.9	TINAG	NM_014464.4	True
27284	NM_014465.4	ENST00000310613.8	SULT1B1	NM_014465.4	True
27285	NM_014466.3	ENST00000207457.8	TEKT2	NM_014466.3	True
27287	NM_014468.4	ENST00000325980.10	VENTX	NM_014468.4	True
27288	NM_014469.5	ENST00000306904.7	RBMXL2	NM_014469.5	True
27289	NM_014470.4	ENST00000309739.6	RND1	NM_014470.4	True
27290	NM_014471.3	ENST00000379721.4	SPINK4	NM_014471.3	True
27291	NM_001351015.2	ENST00000298999.8	R3HCC1L	NM_001351015.2	True
27292	NM_014473.4	ENST00000199320.9	DIMT1	NM_014473.4	True
27293	NM_014474.4	ENST00000373894.8	SMPDL3B	NM_014474.4	True
27294	NM_014475.4	ENST00000221403.7	DHDH	NM_014475.4	True
27295	NM_014476.6	ENST00000284767.12	PDLIM3	NM_014476.6	True
27296	NM_014477.3	ENST00000372726.5	TP53TG5	NM_014477.3	True
27297	NM_014478.5	ENST00000395326.8	CRCP	NM_014478.5	True
27299	NM_014479.3	ENST00000256412.8	ADAMDEC1	NM_014479.3	True
27300	NM_014480.4	ENST00000687789.1	ZNF544	NM_014480.4	True
27302	NM_014482.3	ENST00000295379.2	BMP10	NM_014482.3	True
27303	NM_001003793.3	ENST00000383767.7	RBMS3	NM_001003793.3	True
27304	NM_014484.5	ENST00000244051.3	MOCS3	NM_014484.5	True
27306	NM_014485.3	ENST00000295256.10	HPGDS	NM_014485.3	True
27309	NM_014487.6	ENST00000262990.9	ZNF330	NM_014487.6	True
27314	NM_001286060.2	ENST00000527633.6	RAB30	NM_001286060.2	True
27315	NM_014489.4	ENST00000278243.9	PGAP2	NM_014489.4	True
27319	NM_152414.5	ENST00000321870.3	BHLHE22	NM_152414.5	True
27324	NM_001080430.4	ENST00000219746.14	TOX3	NM_001080430.4	True
27327	NM_014494.4	ENST00000395799.8	TNRC6A	NM_014494.4	True
27329	NM_014495.4	ENST00000371129.4	ANGPTL3	NM_014495.4	True
27332	NM_014497.5	ENST00000264447.9	ZNF638	NM_014497.5	True
27333	NM_014498.5	ENST00000470487.6	GOLIM4	NM_014498.5	True
27335	NM_013234.4	ENST00000248342.9	EIF3K	NM_013234.4	True
27338	NM_014501.3	ENST00000264552.14	UBE2S	NM_014501.3	True
27339	NM_014502.5	ENST00000227524.9	PRPF19	NM_014502.5	True
27340	NM_014503.3	ENST00000261637.5	UTP20	NM_014503.3	True
27341	NM_015703.5	ENST00000323013.7	RRP7A	NM_015703.5	True
27342	NM_014504.3	ENST00000284957.9	RABGEF1	NM_014504.3	True
27343	NM_001174084.2	ENST00000370162.8	POLL	NM_001174084.2	True
27345	NM_014505.6	ENST00000258111.5	KCNMB4	NM_014505.6	True
27346	NM_014573.3	ENST00000226230.8	TMEM97	NM_014573.3	True
27347	NM_013233.3	ENST00000355999.5	STK39	NM_013233.3	True
27348	NM_014506.3	ENST00000259339.7	TOR1B	NM_014506.3	True
27349	NM_173467.5	ENST00000290429.11	MCAT	NM_173467.5	True
27350	NM_014508.3	ENST00000361441.5	APOBEC3C	NM_014508.3	True
27351	NM_015704.3	ENST00000263256.7	DESI1	NM_015704.3	True
27352	NM_015705.6	ENST00000248929.14	SGSM3	NM_015705.6	True
27429	NM_013247.5	ENST00000258080.8	HTRA2	NM_013247.5	True
27430	NM_013283.5	ENST00000321757.11	MAT2B	NM_013283.5	True
27433	NM_001085347.3	ENST00000373284.10	TOR2A	NM_001085347.3	True
27434	NM_013284.4	ENST00000242248.10	POLM	NM_013284.4	True
27436	NM_019063.5	ENST00000318522.10	EML4	NM_019063.5	True
27439	NM_031890.4	ENST00000331437.4	TMEM121B	NM_031890.4	True
27440	NM_033070.3	ENST00000336737.8	HDHD5	NM_033070.3	True
27443	NM_001290047.2	ENST00000262608.13	CECR2	NM_001290047.2	True
27445	NM_033026.6	ENST00000333891.14	PCLO	NM_033026.6	True
28231	NM_016354.4	ENST00000217159.6	SLCO4A1	NM_016354.4	True
28232	NM_013272.4	ENST00000318445.11	SLCO3A1	NM_013272.4	True
28234	NM_019844.4	ENST00000381545.8	SLCO1B3	NM_019844.4	True
28316	NM_031891.4	ENST00000262717.9	CDH20	NM_031891.4	True
28511	NM_017595.6	ENST00000393885.9	NKIRAS2	NM_017595.6	True
28512	NM_020345.4	ENST00000425478.7	NKIRAS1	NM_020345.4	True
28513	NM_021153.4	ENST00000262150.7	CDH19	NM_021153.4	True
28514	NM_005618.4	ENST00000366756.4	DLL1	NM_005618.4	True
28951	NM_021643.4	ENST00000155926.9	TRIB2	NM_021643.4	True
28954	NM_014012.6	ENST00000201979.3	REM1	NM_014012.6	True
28955	NM_014015.4	ENST00000331808.5	DEXI	NM_014015.4	True
28956	NM_014017.4	ENST00000368305.9	LAMTOR2	NM_014017.4	True
28957	NM_014018.3	ENST00000276585.9	MRPS28	NM_014018.3	True
28958	NM_001040431.3	ENST00000328434.8	COA3	NM_001040431.3	True
28959	NM_001101312.2	ENST00000326442.10	TMEM176B	NM_001101312.2	True
28960	NM_014026.6	ENST00000263579.5	DCPS	NM_014026.6	True
28962	NM_014028.4	ENST00000193322.8	OSTM1	NM_014028.4	True
28964	NM_014030.4	ENST00000225394.8	GIT1	NM_014030.4	True
28965	NM_001017372.3	ENST00000262462.9	SLC27A6	NM_001017372.3	True
28966	NM_014035.4	ENST00000261369.9	SNX24	NM_014035.4	True
28968	NM_014037.3	ENST00000335875.9	SLC6A16	NM_014037.3	True
28969	NM_014038.3	ENST00000258761.8	BZW2	NM_014038.3	True
28970	NM_001286069.2	ENST00000354421.8	C11orf54	NM_001286069.2	True
28971	NM_024684.4	ENST00000393427.7	AAMDC	NM_024684.4	True
28972	NM_014041.5	ENST00000619898.5	SPCS1	NM_014041.5	True
28973	NM_014046.4	ENST00000259873.5	MRPS18B	NM_014046.4	True
28974	NM_014047.3	ENST00000588234.6	C19orf53	NM_014047.3	True
28976	NM_014049.5	ENST00000308982.12	ACAD9	NM_014049.5	True
28977	NM_014050.4	ENST00000549982.6	MRPL42	NM_014050.4	True
28978	NM_014051.4	ENST00000211314.5	TMEM14A	NM_014051.4	True
28981	NM_014055.4	ENST00000242591.10	IFT81	NM_014055.4	True
28982	NM_014053.4	ENST00000366971.9	FLVCR1	NM_014053.4	True
28983	NM_014058.4	ENST00000305363.9	TMPRSS11E	NM_014058.4	True
28984	NM_014059.3	ENST00000379359.4	RGCC	NM_014059.3	True
28987	NM_014062.3	ENST00000268802.10	NOB1	NM_014062.3	True
28988	NM_001014436.3	ENST00000448521.6	DBNL	NM_001014436.3	True
28989	NM_014064.4	ENST00000372483.9	NTMT1	NM_014064.4	True
28990	NM_014065.4	ENST00000264992.8	ASTE1	NM_014065.4	True
28991	NM_014066.4	ENST00000305103.4	COMMD5	NM_014066.4	True
28992	NM_014067.4	ENST00000255681.7	MACROD1	NM_014067.4	True
28996	NM_022740.5	ENST00000406875.8	HIPK2	NM_022740.5	True
28998	NM_014078.6	ENST00000306185.8	MRPL13	NM_014078.6	True
28999	NM_014079.4	ENST00000296233.4	KLF15	NM_014079.4	True
29015	NM_199329.3	ENST00000395124.6	SLC43A3	NM_199329.3	True
29028	NM_014109.4	ENST00000287394.10	ATAD2	NM_014109.4	True
29035	NM_014117.3	ENST00000327827.12	C16orf72	NM_014117.3	True
29062	NM_014149.4	ENST00000354475.5	WDR91	NM_014149.4	True
29063	NM_024936.3	ENST00000302874.9	ZCCHC4	NM_024936.3	True
29066	NM_014153.4	ENST00000355758.9	ZC3H7A	NM_014153.4	True
29068	NM_001301098.2	ENST00000357899.9	ZBTB44	NM_001301098.2	True
29070	NM_014157.4	ENST00000219299.8	CCDC113	NM_014157.4	True
29072	NM_014159.7	ENST00000409792.4	SETD2	NM_014159.7	True
29074	NM_014161.5	ENST00000367034.5	MRPL18	NM_014161.5	True
29078	NM_014165.4	ENST00000316149.8	NDUFAF4	NM_014165.4	True
29079	NM_014166.4	ENST00000258648.7	MED4	NM_014166.4	True
29080	NM_014167.5	ENST00000256151.8	CCDC59	NM_014167.5	True
29081	NM_014168.4	ENST00000260953.10	METTL5	NM_014168.4	True
29082	NM_014169.5	ENST00000347519.12	CHMP4A	NM_014169.5	True
29083	NM_014170.4	ENST00000383678.8	GTPBP8	NM_014170.4	True
29085	NM_014172.6	ENST00000247665.12	PHPT1	NM_014172.6	True
29086	NM_014173.4	ENST00000598188.6	BABAM1	NM_014173.4	True
29087	NM_014174.3	ENST00000341541.8	THYN1	NM_014174.3	True
29088	NM_014175.4	ENST00000260102.9	MRPL15	NM_014175.4	True
29089	NM_014176.4	ENST00000646651.1	UBE2T	NM_014176.4	True
29090	NM_014177.3	ENST00000169551.11	TIMM21	NM_014177.3	True
29091	NM_001394410.1	ENST00000323944.10	STXBP6	NM_001394410.1	True
29093	NM_014180.4	ENST00000523037.6	MRPL22	NM_014180.4	True
29094	NM_014181.3	ENST00000238875.10	LGALSL	NM_014181.3	True
29095	NM_014182.5	ENST00000243045.10	ORMDL2	NM_014182.5	True
29097	NM_014184.4	ENST00000465271.6	CNIH4	NM_014184.4	True
29098	NM_016492.5	ENST00000226105.11	RANGRF	NM_016492.5	True
29099	NM_014186.4	ENST00000263401.10	COMMD9	NM_014186.4	True
29100	NM_014187.4	ENST00000304800.14	TMEM208	NM_014187.4	True
29101	NM_014188.3	ENST00000291386.4	SSU72	NM_014188.3	True
29102	NM_001382508.1	ENST00000344624.8	DROSHA	NM_001382508.1	True
29103	NM_013238.3	ENST00000379221.4	DNAJC15	NM_013238.3	True
29104	NM_013240.6	ENST00000303775.10	N6AMT1	NM_013240.6	True
29105	NM_013242.3	ENST00000262498.8	CFAP20	NM_013242.3	True
29106	NM_013243.4	ENST00000220478.8	SCG3	NM_013243.4	True
29107	NM_013248.3	ENST00000254998.3	NXT1	NM_013248.3	True
29108	NM_013258.5	ENST00000247470.10	PYCARD	NM_013258.5	True
29109	NM_013241.3	ENST00000258201.9	FHOD1	NM_013241.3	True
29110	NM_013254.4	ENST00000331710.10	TBK1	NM_013254.4	True
29113	NM_014070.3	ENST00000259870.4	C6orf15	NM_014070.3	True
29114	NM_001008272.2	ENST00000478951.6	TAGLN3	NM_001008272.2	True
29115	NM_013260.8	ENST00000584667.6	SAP30BP	NM_013260.8	True
29116	NM_013262.4	ENST00000356840.8	MYLIP	NM_013262.4	True
29117	NM_013263.5	ENST00000394688.8	BRD7	NM_013263.5	True
29118	NM_013264.5	ENST00000263576.11	DDX25	NM_013264.5	True
29119	NM_013266.4	ENST00000433211.7	CTNNA3	NM_013266.4	True
29121	NM_013269.6	ENST00000290855.11	CLEC2D	NM_013269.6	True
29122	NM_013270.5	ENST00000315170.13	PRSS50	NM_013270.5	True
29123	NM_013275.6	ENST00000301030.10	ANKRD11	NM_013275.6	True
29124	NM_013268.3	ENST00000221797.5	LGALS13	NM_013268.3	True
29125	NM_001329958.2	ENST00000381153.8	C11orf21	NM_001329958.2	True
29126	NM_014143.4	ENST00000381577.4	CD274	NM_014143.4	True
29127	NM_001319999.2	ENST00000312377.10	RACGAP1	NM_001319999.2	True
29128	NM_001048201.3	ENST00000650932.1	UHRF1	NM_001048201.3	True
29760	NM_013314.4	ENST00000224337.10	BLNK	NM_013314.4	True
29761	NM_001283041.3	ENST00000400183.7	USP25	NM_001283041.3	True
29763	NM_016223.5	ENST00000298838.11	PACSIN3	NM_016223.5	True
29765	NM_013353.3	ENST00000295314.9	TMOD4	NM_013353.3	True
29766	NM_014547.5	ENST00000308580.12	TMOD3	NM_014547.5	True
29767	NM_014548.4	ENST00000249700.9	TMOD2	NM_014548.4	True
29775	NM_014550.4	ENST00000251973.10	CARD10	NM_014550.4	True
29777	NM_013375.4	ENST00000274849.3	ABT1	NM_013375.4	True
29780	NM_013327.5	ENST00000338758.12	PARVB	NM_013327.5	True
29781	NM_152299.4	ENST00000420993.7	NCAPH2	NM_152299.4	True
29785	NM_030622.8	ENST00000310054.9	CYP2S1	NM_030622.8	True
29789	NM_013341.5	ENST00000284719.8	OLA1	NM_013341.5	True
29796	NM_013387.4	ENST00000330029.6	UQCR10	NM_013387.4	True
29799	NM_013313.5	ENST00000339468.8	YPEL1	NM_013313.5	True
29800	NM_001323627.2	ENST00000565726.3	ZDHHC1	NM_001323627.2	True
29801	NM_013373.4	ENST00000334554.12	ZDHHC8	NM_013373.4	True
29802	NM_013378.3	ENST00000248948.4	VPREB3	NM_013378.3	True
29803	NM_001099695.2	ENST00000489432.7	REPIN1	NM_001099695.2	True
29841	NM_198182.3	ENST00000324907.14	GRHL1	NM_198182.3	True
29842	NM_014553.3	ENST00000263707.6	TFCP2L1	NM_014553.3	True
29843	NM_001267594.2	ENST00000549518.6	SENP1	NM_001267594.2	True
29844	NM_013342.4	ENST00000391759.6	TFPT	NM_013342.4	True
29851	NM_012092.4	ENST00000316386.11	ICOS	NM_012092.4	True
29855	NM_001079514.3	ENST00000262376.11	UBN1	NM_001079514.3	True
29880	NM_013338.5	ENST00000239891.4	ALG5	NM_013338.5	True
29881	NM_001101648.2	ENST00000381160.8	NPC1L1	NM_001101648.2	True
29882	NM_013366.4	ENST00000323927.3	ANAPC2	NM_013366.4	True
29883	NM_013354.7	ENST00000361272.9	CNOT7	NM_013354.7	True
29886	NM_013321.4	ENST00000222990.8	SNX8	NM_013321.4	True
29887	NM_013322.3	ENST00000338523.9	SNX10	NM_013322.3	True
29888	NM_013403.3	ENST00000263280.11	STRN4	NM_013403.3	True
29889	NM_013285.3	ENST00000373062.8	GNL2	NM_013285.3	True
29890	NM_013286.5	ENST00000563281.2	RBM15B	NM_013286.5	True
29893	NM_016556.4	ENST00000393795.8	PSMC3IP	NM_016556.4	True
29894	NM_013291.3	ENST00000616140.2	CPSF1	NM_013291.3	True
29895	NM_013292.5	ENST00000322861.12	MYLPF	NM_013292.5	True
29896	NM_013293.5	ENST00000297071.9	TRA2A	NM_013293.5	True
29899	NM_013296.5	ENST00000264126.9	GPSM2	NM_013296.5	True
29901	NM_013299.4	ENST00000652489.1	SAC3D1	NM_013299.4	True
29902	NM_013300.3	ENST00000377673.10	FAM216A	NM_013300.3	True
29903	NM_001370470.1	ENST00000586790.6	CCDC106	NM_001370470.1	True
29904	NM_013302.5	ENST00000263026.10	EEF2K	NM_013302.5	True
29906	NM_013305.6	ENST00000315087.12	ST8SIA5	NM_013305.6	True
29907	NM_013306.5	ENST00000377244.8	SNX15	NM_013306.5	True
29909	NM_013308.4	ENST00000309180.6	GPR171	NM_013308.4	True
29911	NM_013312.3	ENST00000397668.8	HOOK2	NM_013312.3	True
29914	NM_013319.3	ENST00000376810.6	UBIAD1	NM_013319.3	True
29915	NM_013320.3	ENST00000229330.9	HCFC2	NM_013320.3	True
29916	NM_013323.3	ENST00000359238.7	SNX11	NM_013323.3	True
29919	NM_013326.5	ENST00000269221.8	RMC1	NM_013326.5	True
29920	NM_013328.4	ENST00000343818.11	PYCR2	NM_013328.4	True
29922	NM_013330.5	ENST00000367811.8	NME7	NM_013330.5	True
29923	NM_013332.4	ENST00000257696.5	HILPDA	NM_013332.4	True
29924	NM_001130072.2	ENST00000270460.11	EPN1	NM_001130072.2	True
29925	NM_021971.4	ENST00000308388.7	GMPPB	NM_021971.4	True
29926	NM_013335.4	ENST00000313597.10	GMPPA	NM_013335.4	True
29927	NM_013336.4	ENST00000243253.8	SEC61A1	NM_013336.4	True
29928	NM_013337.4	ENST00000327158.5	TIMM22	NM_013337.4	True
29929	NM_013339.4	ENST00000263440.6	ALG6	NM_013339.4	True
29930	NM_013340.4	ENST00000306549.6	PCDHB1	NM_013340.4	True
29933	NM_013345.4	ENST00000329797.8	GPR132	NM_013345.4	True
29937	NM_013349.5	ENST00000366988.5	NENF	NM_013349.5	True
29940	NM_013352.4	ENST00000644252.3	DSE	NM_013352.4	True
29941	NM_013355.5	ENST00000291906.5	PKN3	NM_013355.5	True
29942	NM_001323311.2	ENST00000523392.2	PURG	NM_001323311.2	True
29943	NM_013358.3	ENST00000375471.5	PADI1	NM_013358.3	True
29945	NM_013367.3	ENST00000315368.8	ANAPC4	NM_013367.3	True
29946	NM_203344.3	ENST00000322354.4	SERTAD3	NM_203344.3	True
29947	NM_175867.3	ENST00000628202.3	DNMT3L	NM_175867.3	True
29948	NM_182981.3	ENST00000393306.6	OSGIN1	NM_182981.3	True
29949	NM_153758.5	ENST00000659997.3	IL19	NM_153758.5	True
29950	NM_013376.4	ENST00000357949.5	SERTAD1	NM_013376.4	True
29951	NM_001164595.2	ENST00000402685.7	PDZRN4	NM_001164595.2	True
29952	NM_013379.3	ENST00000371579.7	DPP7	NM_013379.3	True
29953	NM_013381.3	ENST00000261180.10	TRHDE	NM_013381.3	True
29954	NM_013382.7	ENST00000261534.9	POMT2	NM_013382.7	True
29956	NM_022075.5	ENST00000368954.10	CERS2	NM_022075.5	True
29957	NM_013386.5	ENST00000565488.6	SLC25A24	NM_013386.5	True
29958	NM_013391.3	ENST00000255189.8	DMGDH	NM_013391.3	True
29959	NM_013392.4	ENST00000379852.8	NRBP1	NM_013392.4	True
29960	NM_013393.3	ENST00000242257.14	MRM2	NM_013393.3	True
29964	NM_013397.6	ENST00000458694.6	PRICKLE4	NM_013397.6	True
